,fsym_id,Implosion_Start_Date,Implosion_End_Date
1030,VXQWN3-R,,
1031,WCPG8P-R,,
1032,WW43K8-R,,
1033,WYFR9M-R,2015-04-03,2022-11-04
1034,B4Q7Y8-R,,
1035,B5K7NT-R,2015-05-01,2021-02-26
1036,BGYGYZ-R,,
1037,BQNJ7P-R,,
1038,C67N6N-R,,
1039,G6RN78-R,2001-02-09,2016-01-15
1040,HH3Z0W-R,,
1041,J78PYH-R,,
1042,JJ13QB-R,,
1043,JNTDDC-R,,
1044,JS30TB-R,,
1045,KH25G3-R,,
1046,LG9KBX-R,,
1047,M75128-R,,
1048,M9LY3S-R,,
1049,MFMN1X-R,,
1050,MNXGCG-R,,
1051,N2HZG7-R,,
1052,NDKNMG-R,,
1053,PC7L3S-R,,
1054,PHJ97B-R,2001-02-16,2003-08-15
1055,PVWM5Z-R,,
1056,QLLHYV-R,,
1057,QVJWKS-R,,
1058,R2H9DY-R,,
1059,RGN2CX-R,,
1060,T8NBFZ-R,,
1061,TG9B66-R,,
1062,TJ72DJ-R,,
1063,V9CM65-R,,
1064,VMHW4P-R,,
1065,VMQN21-R,,
1066,VR49L6-R,,
1067,WQL3MY-R,,
1068,WSH7NP-R,,
1069,XKT23W-R,,
1070,BNFMGN-R,,
1071,DNY1KW-R,,
1072,FQDXKG-R,2020-02-28,2022-09-30
1073,FY9LTQ-R,,
1074,G3H60B-R,,
1075,G6M9Z6-R,,
1076,G92FS8-R,,
1077,GN5T62-R,,
1078,GYF76M-R,,
1079,HVP7ZR-R,,
1080,K1HJ8F-R,,
1081,KNGM8Q-R,,
1082,KQMVJV-R,,
1083,KRLX28-R,,
1084,LBZ9G1-R,,
1085,MSMVV4-R,,
1086,NFMTWL-R,,
1087,PCD22D-R,,
1088,PD98GG-R,,
1089,PTM1X0-R,,
1090,Q2TTMY-R,,
1091,Q7CHYZ-R,,
1092,QR5GDS-R,,
1093,QTKSJX-R,,
1094,R95W9R-R,,
1095,RMHK3W-R,,
1096,RNC5TS-R,,
1097,RYMVFQ-R,,
1098,S1167H-R,,
1099,SGJ26N-R,,
1100,SP9T4F-R,,
1101,SR80B9-R,,
1102,SW0QKG-R,,
1103,T0BG8M-R,,
1104,T4332F-R,2002-05-17,2023-03-03
1105,TBRTBF-R,,
1106,TBXF3R-R,,
1107,TCGK12-R,,
1108,TP07RB-R,,
1109,VK7P8T-R,,
1110,VM6ZQW-R,,
1111,VMHSN8-R,,
1112,VSSJNN-R,,
1113,WMVYHB-R,,
1114,WNF604-R,,
1115,WZVR2S-R,,
1116,X56D07-R,,
1117,XJ57TT-R,,
1118,XJKC9K-R,,
1119,XJKKPR-R,,
1120,B3L9DL-R,,
1121,B5NSSH-R,,
1122,BCCKDW-R,,
1123,BK884M-R,,
1124,C9W90B-R,2013-06-14,2021-11-12
1125,CD44M8-R,,
1126,CHLVZ8-R,,
1127,CPD5P8-R,,
1128,CY7VQ7-R,,
1129,DYQRZ2-R,,
1130,FJ1MMN-R,2005-03-18,2020-03-06
1131,FJ8P28-R,,
1132,GNC1YR-R,,
1133,GY18NN-R,,
1134,HF1BCV-R,,
1135,J9GQ7X-R,,
1136,JGZM69-R,,
1137,JN55TC-R,,
1138,K5SNKR-R,,
1139,KNBNR0-R,,
1140,LRDGCV-R,,
1141,LSRVX9-R,,
1142,LWFSNQ-R,,
1143,M0JM9H-R,,
1144,NCBY9P-R,,
1145,NT38T5-R,,
1146,P6FZQB-R,,
1147,P9ZMV7-R,,
1148,PTXDKM-R,,
1149,QYY49K-R,,
1150,R967MQ-R,,
1151,RY7TNL-R,,
1152,RYLHWG-R,,
1153,RYRC40-R,,
1154,S242BS-R,,
1155,SPGL7X-R,,
1156,T9SGFY-R,,
1157,TZNR6N-R,,
1158,V5L1LG-R,,
1159,V8711H-R,,
1160,V98JXW-R,,
1161,VBDFGM-R,,
1162,VGYFTC-R,,
1163,VHTJ1C-R,,
1164,VZST5Q-R,,
1165,WQQBZ5-R,,
1166,WW31J8-R,,
1167,X9XVBP-R,,
1168,XLKJ34-R,,
1169,B82071-R,,
1170,B82VFF-R,,
1171,C7MTN8-R,2008-10-10,2011-07-01
1172,CGKHZM-R,2001-01-26,2018-04-13
1173,CSS5YT-R,,
1174,D5HX9T-R,,
1175,DLJ1SR-R,,
1176,F188FH-R,,
1177,FGX8V3-R,,
1178,GHP4KR-R,,
1179,GZLPRV-R,,
1180,H2VZYX-R,,
1181,HHLJLB-R,,
1182,J4TRBG-R,,
1183,J67B63-R,,
1184,JPTJC5-R,,
1185,KB791X-R,,
1186,KQL5QN-R,,
1187,KYL4MC-R,2019-04-05,2021-07-09
1188,L7MR96-R,,
1189,M0GKCK-R,,
1190,M3QP7G-R,,
1191,M5T9RC-R,,
1192,N75G2X-R,,
1193,NBDCYZ-R,,
1194,NJNRD3-R,,
1195,NQTHTR-R,,
1196,NYL5QJ-R,,
1197,P0SRHW-R,,
1198,PSQ5KP-R,,
1199,QQ164P-R,,
1200,R2HBGZ-R,,
1201,RJMXG2-R,,
1202,RVWJZX-R,,
1203,S1NPJX-R,,
1204,S6PS38-R,,
1205,TXLLSC-R,,
1206,V03W4X-R,,
1207,V1C1QH-R,,
1208,V5WMVF-R,,
1209,VBN9H0-R,,
1210,VSC82Y-R,,
1211,VYPMC0-R,,
1212,WFLSTR-R,,
1213,X32JDF-R,,
1214,X8QPGT-R,,
1215,XGHHHM-R,,
1216,XMV7WF-R,,
1217,XQC337-R,,
1218,B04CB3-R,,
1219,B3XV10-R,,
1220,B4NT5X-R,,
1221,BGS1LW-R,2016-05-06,2018-11-09
1222,BGVFTS-R,,
1223,CLZCDG-R,,
1224,CZ9VBX-R,,
1225,DJRRBX-R,,
1226,F32VLV-R,,
1227,FBHRBW-R,2020-01-24,2022-08-26
1228,FPPSQ1-R,,
1229,GT2KMH-R,,
1230,GX9RG8-R,,
1231,H0996C-R,,
1232,H2ZGL5-R,,
1233,J878GC-R,,
1234,KK1GV3-R,,
1235,KM84B2-R,,
1236,KNJG1Q-R,,
1237,KQQR0J-R,,
1238,L453JQ-R,,
1239,L8QBS4-R,,
1240,LF4WPT-R,,
1241,LQV1JW-R,,
1242,M287Z6-R,,
1243,MYL85W-R,,
1244,N3CXK7-R,,
1245,NXCYQL-R,,
1246,P8SKDQ-R,,
1247,QKPQPH-R,,
1248,QQPZV7-R,,
1249,QR9BTF-R,,
1250,QV6CS5-R,,
1251,RBDXWG-R,,
1252,SD84W1-R,,
1253,SKS46R-R,,
1254,SYW05K-R,,
1255,T0LY9F-R,,
1256,T1XQ1P-R,,
1257,T60V8R-R,,
1258,TL6R4J-R,,
1259,TTNM2T-R,,
1260,W1R601-R,,
1261,W7YPWF-R,,
1262,WGLV0W-R,,
1263,WRNGSS-R,,
1264,WW3Y73-R,,
1265,XLVTWX-R,,
1266,XM7NVD-R,,
1267,B5Q94D-R,,
1268,CB04BY-R,,
1269,CJPFQH-R,,
1270,D62V37-R,,
1271,DJBP18-R,2002-06-21,2007-05-04
1272,F2JNKG-R,,
1273,F443CC-R,,
1274,GDS8FP-R,,
1275,H0LD9N-R,,
1276,H8PG48-R,,
1277,HD2T24-R,,
1278,J09Z2M-R,,
1279,J5X7K7-R,,
1280,J9BCZV-R,,
1281,JBVHBK-R,,
1282,JFPCPS-R,,
1283,KW8GPW-R,,
1284,L15PD3-R,,
1285,L87C51-R,,
1286,LG1JP0-R,,
1287,LN6LV2-R,,
1288,LRJPFT-R,,
1289,LTSNXH-R,,
1290,M51DXP-R,,
1291,MFNJMM-R,,
1292,MJBMGZ-R,,
1293,MQ15L1-R,,
1294,NXC56V-R,,
1295,P5D2ZG-R,,
1296,Q88848-R,,
1297,S4GDT5-R,,
1298,SFCQTH-R,,
1299,SS1PFH-R,,
1300,SWJFXL-R,,
1301,SWK675-R,,
1302,T0PT8M-R,,
1303,T0S4QT-R,,
1304,T64SYL-R,,
1305,T9LSMM-R,,
1306,TGVX32-R,,
1307,THC3QZ-R,,
1308,TK1PJV-R,,
1309,TY7JS1-R,,
1310,V6H081-R,,
1311,V77ZM5-R,,
1312,VZLJVG-R,,
1313,W0ZB6C-R,,
1314,WXGMR7-R,,
1315,X2FYKK-R,,
1316,XN60TY-R,,
1317,B1C27H-R,,
1318,B4C1Z4-R,,
1319,B6TD5D-R,,
1320,C36GK7-R,,
1321,C36Z5C-R,,
1322,CD8ZGF-R,,
1323,DFQS3Q-R,,
1324,DMM5WS-R,,
1325,DTKPJP-R,,
1326,DY1P3N-R,2016-10-21,2022-10-21
1327,F54NJZ-R,,
1328,FGCD7W-R,,
1329,FJ4NDH-R,,
1330,FQZY8Q-R,,
1331,FRSG4V-R,2019-09-13,2021-09-17
1332,FYVRV3-R,,
1333,GFJPVD-R,,
1334,H8DH93-R,,
1335,HDH3Y2-R,,
1336,HLZ61D-R,,
1337,HP58X9-R,,
1338,HS1RYN-R,,
1339,HSH2ZS-R,,
1340,HTBNXZ-R,,
1341,HXZBKG-R,,
1342,JBG9LM-R,,
1343,JL9K1F-R,,
1344,L6B947-R,,
1345,LSND4X-R,,
1346,M21H70-R,,
1347,MKLJ0V-R,,
1348,NL5NGR-R,,
1349,P6GVNF-R,,
1350,PFPF8G-R,,
1351,PQCM5L-R,,
1352,QG2FJ3-R,,
1353,QJL7Y4-R,,
1354,RX0R3Y-R,,
1355,RZW06J-R,,
1356,SM9D6Z-R,,
1357,SNVTLF-R,,
1358,T3WGTL-R,,
1359,TVSMWP-R,,
1360,V0WC22-R,,
1361,VCNXSP-R,,
1362,VKTP36-R,,
1363,VT964Z-R,,
1364,WVSJRQ-R,,
1365,X5BSJH-R,,
1366,XF43NV-R,,
1367,XJNX1W-R,,
1368,B2HYP5-R,,
1369,B5R36P-R,,
1370,BMSPVB-R,,
1371,CBGM3P-R,,
1372,CN7T72-R,,
1373,F81V13-R,,
1374,FK941S-R,,
1375,FMLW9J-R,,
1376,FS319Q-R,,
1377,FSNBK6-R,,
1378,GRS6DC-R,,
1379,GWSN3J-R,,
1380,H7DCPN-R,,
1381,H7X75S-R,,
1382,HZ6V8W-R,,
1383,JJ80B8-R,,
1384,K3092Y-R,,
1385,K72365-R,,
1386,KCD6KM-R,,
1387,LSNWKV-R,,
1388,MYQCWL-R,,
1389,N17SF5-R,,
1390,NHZPVZ-R,,
1391,NMGN4P-R,,
1392,PQ9BG2-R,,
1393,PX0JXW-R,,
1394,QCBKSL-R,,
1395,R1C02T-R,,
1396,RDQZ92-R,,
1397,RJ20TS-R,,
1398,RPJNM7-R,,
1399,RVZV5X-R,,
1400,RZ0BMS-R,,
1401,S6P0NK-R,,
1402,SFCY6P-R,,
1403,SFDM4Z-R,,
1404,SHRZF5-R,,
1405,SQNQ1R-R,,
1406,V4WNCZ-R,,
1407,VCQ42T-R,,
1408,VT4VWX-R,,
1409,WN8WT3-R,,
1410,XNSPYZ-R,2016-11-25,2018-07-13
1411,BJ4CLW-R,,
1412,CHR1NX-R,,
1413,DP3SND-R,,
1414,DPRY3B-R,,
1415,DZ4SK1-R,,
1416,F05LWK-R,,
1417,FRRH6V-R,,
1418,FV727P-R,,
1419,GB3Y44-R,,
1420,H1YRLX-R,,
1421,HP13ZD-R,,
1422,J8C9RR-R,,
1423,JFW29W-R,,
1424,JG0YXR-R,,
1425,JSMFH3-R,,
1426,KSVQWG-R,,
1427,KTXZP1-R,,
1428,LZY58B-R,,
1429,M8FSXL-R,,
1430,MQWM83-R,,
1431,MT99FY-R,,
1432,MZYYV5-R,,
1433,PW0GTW-R,,
1434,Q0LF8T-R,,
1435,Q3YGQG-R,2011-09-23,2013-07-12
1436,Q3Z634-R,,
1437,Q7BL63-R,,
1438,Q9GHJL-R,,
1439,QYX5GN-R,,
1440,R03VB0-R,,
1441,RT92JC-R,,
1442,RV5L39-R,,
1443,RXJNS5-R,,
1444,SP5075-R,,
1445,TTJF2W-R,,
1446,V75BKP-R,,
1447,VPX36V-R,,
1448,VQS6T5-R,,
1449,VV4LX4-R,,
1450,W5MH4N-R,,
1451,B97V26-R,,
1452,BJ2KWX-R,,
1453,BP66Q1-R,,
1454,BQQGL4-R,,
1455,C0YTQW-R,,
1456,CF4ZMF-R,,
1457,CWZ7D9-R,,
1458,CZF5Q1-R,,
1459,D2Z5H8-R,,
1460,D9KK92-R,,
1461,FH0PQP-R,,
1462,FPB3TG-R,,
1463,G8SWH8-R,,
1464,GBGJH7-R,,
1465,GRN6SM-R,,
1466,H1Q7SC-R,,
1467,JS9QLM-R,,
1468,KB3682-R,,
1469,KFNJZX-R,,
1470,LBJWL5-R,,
1471,LHD7ZX-R,,
1472,LRHWY2-R,,
1473,LZFV96-R,,
1474,M1MQBH-R,,
1475,MLQ41B-R,,
1476,MX6YH5-R,,
1477,N4TZ45-R,,
1478,N96VN1-R,,
1479,NDN14P-R,2008-06-13,2014-02-14
1480,NPSN1V-R,,
1481,PRBZBB-R,,
1482,R0B37W-R,,
1483,RJHMXP-R,,
1484,RNP806-R,,
1485,S5H37X-R,,
1486,S6KDT6-R,2018-07-06,2021-06-11
1487,SDDH43-R,,
1488,SK3ZXZ-R,,
1489,TF1DZP-R,2001-03-02,2005-08-19
1490,TL4FN8-R,,
1491,TMZ5L7-R,,
1492,VB3WQ4-R,,
1493,VGPD1D-R,,
1494,VKD0JW-R,,
1495,VLKSTJ-R,,
1496,VT59RB-R,2008-11-07,2011-02-25
1497,W2867S-R,,
1498,W7XS3K-R,,
1499,WDG05S-R,,
1500,WL7THX-R,,
1501,X9V9H9-R,,
1502,XKP4N6-R,,
1503,B084Z2-R,,
1504,B97GBV-R,,
1505,BPKYVT-R,,
1506,C5CRXD-R,2001-01-12,2021-11-26
1507,C9S35L-R,,
1508,CYFCZ4-R,,
1509,D7FF50-R,,
1510,FWFTRM-R,,
1511,H2Z8H8-R,,
1512,HJHDLB-R,,
1513,HWZS8S-R,,
1514,J7V65S-R,,
1515,JK760Q-R,,
1516,JNNCD7-R,,
1517,JS1P82-R,,
1518,K64ZDM-R,,
1519,KC6T8K-R,,
1520,KH8066-R,,
1521,KHDQ8Q-R,,
1522,KKQX2L-R,,
1523,KQRVJZ-R,,
1524,KQTLWM-R,,
1525,M4VHN4-R,,
1526,M64BMJ-R,,
1527,MGX88R-R,,
1528,MMSS6X-R,,
1529,MQ1Z2S-R,,
1530,MXVYGS-R,,
1531,MYTTFT-R,,
1532,MZML1F-R,,
1533,N6L76P-R,,
1534,N7Y770-R,,
1535,N93NK1-R,,
1536,NKX6CV-R,,
1537,NPQCVV-R,,
1538,NYF3K8-R,,
1539,PGD9HH-R,,
1540,QG6H7X-R,,
1541,QH6KJ2-R,,
1542,R7LW74-R,,
1543,S19R21-R,,
1544,S49ZC0-R,,
1545,SQLDNL-R,,
1546,SW7KLW-R,,
1547,TVWKGF-R,,
1548,TWYJBC-R,,
1549,V008NX-R,,
1550,VBDS3Y-R,,
1551,VDQ10T-R,,
1552,B6CBRL-R,,
1553,BBDK5Q-R,,
1554,BK0YYH-R,,
1555,BQWSR4-R,,
1556,BZJG37-R,,
1557,BZPP24-R,,
1558,C3W79W-R,,
1559,CC9DP8-R,,
1560,CLY48J-R,,
1561,CN862K-R,,
1562,CWQ2PH-R,,
1563,D7D4QT-R,,
1564,DBSGLN-R,,
1565,DGC0KJ-R,,
1566,DNWLTJ-R,,
1567,DV3PG4-R,,
1568,GB4QMW-R,,
1569,GHT33G-R,,
1570,HLV01G-R,,
1571,HQ8WXS-R,,
1572,HSFL3C-R,,
1573,HZ1MQC-R,,
1574,JJ8YRS-R,,
1575,K2HH38-R,,
1576,K38JKF-R,,
1577,K6RW63-R,,
1578,L5PWHD-R,,
1579,L7X3MF-R,,
1580,LY2RM9-R,2011-05-20,2023-08-04
1581,LY6Q50-R,,
1582,M66S8T-R,,
1583,M83JBZ-R,,
1584,NKJZBP-R,,
1585,NT3PLK-R,,
1586,NTR7JK-R,,
1587,NXJSZ4-R,,
1588,P59DVY-R,,
1589,PYY2X5-R,,
1590,QDVXMK-R,,
1591,QV6MCJ-R,,
1592,QV74N9-R,,
1593,R7763B-R,,
1594,R98VM5-R,,
1595,RPTY1P-R,,
1596,RPVXYM-R,,
1597,S390D0-R,,
1598,SN6P1D-R,,
1599,VDTCCY-R,,
1600,VXQSG0-R,2015-04-24,2017-06-16
1601,WBR66Z-R,,
1602,WN07K7-R,,
1603,WQQK33-R,,
1604,WRQG13-R,,
1605,WYM3JN-R,,
1606,XBDN33-R,,
1607,XGDKFD-R,,
1608,XN14WQ-R,,
1609,B2G10C-R,,
1610,B4HF53-R,,
1611,B5JC66-R,,
1612,B8JR9V-R,,
1613,BM9QXX-R,,
1614,BMF3C2-R,,
1615,BNFWZX-R,,
1616,CCCQLY-R,,
1617,CF9B7V-R,2009-02-06,2011-07-29
1618,CHSGHC-R,,
1619,D5MKXW-R,,
1620,D68LVD-R,,
1621,D7KJC7-R,,
1622,DJJ9XP-R,,
1623,F46R8Q-R,,
1624,G12D1V-R,,
1625,G5NYZN-R,,
1626,G8ZS24-R,2017-08-25,2023-06-02
1627,GFKD51-R,,
1628,GG2LFM-R,,
1629,H7GTWG-R,,
1630,HKR8QT-R,,
1631,HRFWKK-R,,
1632,JFRQ4Z-R,,
1633,JLF6HB-R,,
1634,JTJF0J-R,,
1635,KF09S9-R,,
1636,KGSZ8W-R,,
1637,KJXZ4T-R,,
1638,KSJP6J-R,,
1639,L2NS9C-R,,
1640,L6L30K-R,,
1641,LHLHXS-R,,
1642,LMVN61-R,,
1643,LTP334-R,,
1644,MBT89T-R,,
1645,MDYB0J-R,2002-10-04,2021-09-10
1646,MN511V-R,,
1647,N18Q61-R,,
1648,N46JNJ-R,,
1649,N4HV50-R,,
1650,NPK6WW-R,,
1651,P1X787-R,,
1652,PLY42N-R,,
1653,QTK1RV-R,,
1654,QWNXCN-R,,
1655,R9B9RX-R,2001-01-26,2004-02-27
1656,RNNR0Q-R,,
1657,RXGK6N-R,,
1658,RXXC68-R,,
1659,S1TRFX-R,,
1660,S5C53L-R,,
1661,TSP6CK-R,,
1662,TY0VK9-R,,
1663,V5ZF95-R,,
1664,V8YG1S-R,,
1665,VCLN25-R,,
1666,VK7M4R-R,,
1667,VS16TD-R,,
1668,VWKKC0-R,,
1669,VZZ3P2-R,,
1670,W9L6G2-R,,
1671,WL00ML-R,,
1672,X32Q0W-R,,
1673,X6GXDB-R,,
1674,XBZT6M-R,,
1675,XP9YT2-R,2021-12-31,2023-07-21
1676,BPR5TQ-R,,
1677,C1Q4L4-R,,
1678,C2F0FT-R,,
1679,DDX70C-R,,
1680,DF2L7D-R,,
1681,DHC4TM-R,,
1682,F4PH05-R,,
1683,FFW72D-R,,
1684,G7QK8B-R,,
1685,G83KL0-R,,
1686,GRS9LG-R,,
1687,H3RXGC-R,,
1688,HF2G1F-R,,
1689,J7GK73-R,,
1690,J89J6Y-R,,
1691,JGVXTH-R,,
1692,JMPLM9-R,,
1693,JR1ZQ8-R,,
1694,K395T1-R,,
1695,KGSD5B-R,,
1696,KKPQ1Q-R,2018-03-23,2021-01-29
1697,KNBMT3-R,,
1698,LKT0L2-R,,
1699,LLTT6X-R,,
1700,MFQVZQ-R,,
1701,MJ7352-R,,
1702,MKH8VT-R,,
1703,ML2K6G-R,,
1704,MXMV9H-R,,
1705,NBFYDX-R,,
1706,NSN0QX-R,,
1707,NV615V-R,,
1708,P60NTB-R,,
1709,P7P6M6-R,,
1710,PJ7684-R,,
1711,PM2QVZ-R,,
1712,PN8JP4-R,,
1713,Q6BRD5-R,,
1714,QCWBN6-R,,
1715,R5XGXL-R,,
1716,S38V1V-R,2001-02-09,2011-07-01
1717,S3B1BZ-R,,
1718,S5C4ZG-R,,
1719,SL8PXC-R,,
1720,SLSGBJ-R,,
1721,SRLFVQ-R,,
1722,SY1XB0-R,,
1723,TBW4PK-R,,
1724,TDZFBZ-R,,
1725,TLQN32-R,,
1726,VF1XZ6-R,,
1727,VQ6SW3-R,,
1728,W00F59-R,,
1729,W28ZRJ-R,,
1730,WGMTXT-R,,
1731,WQ3TMS-R,,
1732,X6BFW4-R,,
1733,B2SX3Y-R,,
1734,BV3N5V-R,,
1735,CDBJDW-R,,
1736,CP741J-R,,
1737,CY898C-R,,
1738,D55DM9-R,,
1739,D9PWK4-R,,
1740,DDMP2Q-R,,
1741,F9JQP9-R,,
1742,FVCLHK-R,,
1743,GM0NC8-R,,
1744,GSVSFW-R,,
1745,H45LP9-R,,
1746,HQ927Y-R,,
1747,J06ZCT-R,,
1748,JPYS2S-R,,
1749,JZWLDY-R,,
1750,K03MVK-R,,
1751,L0VC0R-R,,
1752,L2GVQJ-R,,
1753,LGTPWT-R,,
1754,LHKN8Z-R,,
1755,LRDQX3-R,,
1756,M7JMFD-R,,
1757,MH5120-R,,
1758,MR438W-R,,
1759,N40WS3-R,,
1760,NNKX6K-R,,
1761,P5BP94-R,,
1762,PPGLR9-R,,
1763,QC6L2R-R,,
1764,R0H590-R,,
1765,RFVG1F-R,,
1766,S6P0SP-R,,
1767,SP8MXB-R,,
1768,SV2R98-R,,
1769,SW6R13-R,,
1770,SZ9XQM-R,,
1771,T7CS3Z-R,,
1772,TKLPF8-R,,
1773,TVSGKJ-R,,
1774,V8S96Y-R,,
1775,W0Z4W6-R,,
1776,W6TN0J-R,,
1777,WMVVZX-R,,
1778,WPFT9T-R,,
1779,XG8WXF-R,,
1780,XLT3B0-R,,
1781,B83YJG-R,,
1782,BJ3SRL-R,,
1783,BLXDSQ-R,,
1784,CJ5TFB-R,,
1785,CTN3ZR-R,,
1786,D1RCCS-R,,
1787,D4YGHX-R,,
1788,D6YJ3D-R,,
1789,DHCQY5-R,2001-01-26,2004-03-12
1790,FWJSXX-R,,
1791,GVM8RD-R,,
1792,H3QZKC-R,,
1793,J4SX64-R,,
1794,J7C7WZ-R,,
1795,JBGRG1-R,,
1796,JQRDTN-R,,
1797,JR0DBF-R,,
1798,K1ZZHP-R,,
1799,KCCCZV-R,,
1800,KL1ZG6-R,,
1801,LG8T9L-R,,
1802,LX2QF5-R,,
1803,MDZF3K-R,,
1804,MN1TKG-R,,
1805,MNXT0S-R,2001-08-03,2007-01-03
1806,MYHG1G-R,,
1807,N9713B-R,,
1808,NB76FG-R,,
1809,NL7PBN-R,,
1810,NV7CR3-R,,
1811,P4XV2C-R,,
1812,PC3QS5-R,,
1813,PRH0SW-R,,
1814,QK6DVH-R,,
1815,QXSZ7K-R,,
1816,QXYJYV-R,,
1817,RBR63R-R,2022-04-08,2023-11-01
1818,RK9775-R,,
1819,RKHQRD-R,,
1820,S1046H-R,,
1821,S5KR9D-R,,
1822,SQGY1B-R,,
1823,T9QDJ0-R,,
1824,TLDWHY-R,,
1825,TY1L9B-R,,
1826,V9CHKN-R,,
1827,W02NFD-R,,
1828,W3H6RG-R,,
1829,WP4NW7-R,,
1830,WR8XGN-R,,
1831,XP6NHZ-R,,
1832,B71DJZ-R,,
1833,B7SN85-R,,
1834,BCJWKW-R,,
1835,BRWKF0-R,,
1836,BS0FTN-R,,
1837,BV9F68-R,,
1838,BXD9Z5-R,,
1839,C36JP9-R,,
1840,C64LR4-R,,
1841,D72GN3-R,,
1842,DMJLZC-R,,
1843,DWV3VS-R,,
1844,DYVDP8-R,,
1845,F58R6P-R,,
1846,FFTKKH-R,,
1847,FW388C-R,,
1848,G6JCLP-R,,
1849,HMVVTC-R,,
1850,HXZ458-R,,
1851,J4SZHC-R,,
1852,J8582Y-R,,
1853,J9KGMM-R,,
1854,JDYGS1-R,,
1855,K142V2-R,,
1856,KDDG92-R,,
1857,KSRDJB-R,,
1858,KXTPS7-R,,
1859,KZ55S1-R,,
1860,M3WV29-R,,
1861,MH2KBP-R,,
1862,MJ5KFV-R,,
1863,MT9ZWQ-R,,
1864,N1475C-R,,
1865,N16F24-R,2021-12-17,2023-08-18
1866,N78RJ4-R,,
1867,N9M3CX-R,,
1868,NK4QKS-R,,
1869,NNK4MQ-R,,
1870,NQPLC2-R,,
1871,NZRFWK-R,,
1872,P31944-R,,
1873,PB04TQ-R,,
1874,PKY50L-R,,
1875,PVWPB1-R,,
1876,QQVMXT-R,,
1877,QTHD6X-R,,
1878,QWTCWV-R,,
1879,RKNFFJ-R,,
1880,S4Y48C-R,,
1881,S6YF1T-R,,
1882,SJ9QN5-R,,
1883,VJWMPY-R,,
1884,VT6140-R,,
1885,XC0PXG-R,,
1886,XQCXP0-R,,
1887,BMH6C1-R,,
1888,BPR0HK-R,,
1889,BRC02Q-R,,
1890,BXYSNY-R,,
1891,C0BHC7-R,,
1892,CDVFWY-R,2015-07-17,2023-11-01
1893,CFGBYP-R,,
1894,CGB8F2-R,,
1895,CW0MCZ-R,,
1896,F5YQW0-R,2008-08-15,2020-10-16
1897,F869K9-R,2001-01-26,2003-09-05
1898,FBBJWG-R,2001-01-19,2006-12-08
1899,FDS53F-R,,
1900,FGX2V9-R,,
1901,FS8RHC-R,,
1902,FT2X5P-R,,
1903,FV848P-R,,
1904,GFJD83-R,,
1905,GRQMJ0-R,,
1906,GZMRSV-R,,
1907,H58TP4-R,,
1908,HP2GJN-R,,
1909,HR9BX9-R,,
1910,JHPH96-R,,
1911,JSXMPD-R,,
1912,K546QQ-R,,
1913,L89RR9-R,,
1914,LSZPD5-R,,
1915,M0C1P8-R,,
1916,M6C8HP-R,,
1917,MS3STP-R,,
1918,PB5Z19-R,,
1919,PFM0L3-R,,
1920,PHVQMM-R,,
1921,Q9RNCK-R,,
1922,QSQ2HR-R,,
1923,QWV5DL-R,,
1924,RZX03G-R,2007-03-30,2021-07-09
1925,SBVKW8-R,,
1926,SM8RX8-R,,
1927,SQG2DJ-R,,
1928,THCGD9-R,,
1929,TWXW2R-R,,
1930,V52SVH-R,,
1931,VQYTRP-R,,
1932,W779JS-R,,
1933,WCBCHN-R,,
1934,WGS79Y-R,,
1935,X2WQWJ-R,,
1936,XQGHLF-R,2008-03-07,2011-01-28
1937,B1D36G-R,,
1938,B3K1X9-R,,
1939,BH6SGF-R,,
1940,CC3VKJ-R,,
1941,CC5LX5-R,,
1942,DWT3YV-R,,
1943,F5SSFC-R,,
1944,GM3DBL-R,,
1945,HC8K8T-R,,
1946,HNY8SZ-R,,
1947,JS7G8H-R,,
1948,JZW9WP-R,,
1949,K5PKNV-R,,
1950,KLP0LX-R,,
1951,KNKY8H-R,,
1952,KXLQ6F-R,,
1953,L5FMC8-R,,
1954,L8M9KW-R,,
1955,LDMCQV-R,,
1956,M4FSNG-R,,
1957,M4V62W-R,,
1958,M515GG-R,,
1959,MLM6GL-R,,
1960,MN5CL1-R,,
1961,MR511R-R,,
1962,NBDLZS-R,,
1963,NHT5ZF-R,,
1964,NW8CS4-R,,
1965,NXDBFY-R,,
1966,P7RCR7-R,,
1967,P7TTDJ-R,,
1968,PB0D8Y-R,,
1969,PDXDM2-R,,
1970,PJNRWM-R,,
1971,PN2R02-R,,
1972,PQHJN8-R,,
1973,Q1KJV6-R,,
1974,QBP3N8-R,,
1975,QJN3M0-R,,
1976,QVPNP8-R,,
1977,R9W1B8-R,,
1978,SDJ6S4-R,,
1979,SGF31C-R,,
1980,T1RYGQ-R,,
1981,TMS25R-R,,
1982,V2LL6N-R,,
1983,VR16P9-R,,
1984,VZW3Z8-R,,
1985,VZXKQM-R,,
1986,W289FW-R,,
1987,WJ3NQ6-R,,
1988,WK5W5H-R,,
1989,WP4V6D-R,,
1990,XH1YY4-R,,
1991,BG9HGV-R,,
1992,BHXNJ9-R,,
1993,BLC2C2-R,,
1994,BQWWY7-R,,
1995,BV51W5-R,,
1996,C0TNSZ-R,,
1997,C8XRPM-R,,
1998,CFGH2P-R,,
1999,CJTQXJ-R,2007-11-16,2018-03-02
2000,CX1RP4-R,,
2001,DF3RGH-R,,
